_id,LoopsGuide,Loop,TourNum,OrderNum,LoopTourName,LoopTourURL,TourLabel,SiteName,Neighbourhood,TourType,Duration,EntryType,Interests,DirectionsTransit,DirectionsCar,Description,Address,Latitude,Longitude,ExternalLink,ImageCredit,ImageCreditExternalLink,ImageAltText,ImageURL,ThumbURL,ImageOrientation,test1,test2,test3,ObjectId,geometry
3500,East York/East End,3,1,16,Strolling the Queen Street Stretch,NA,NA,Duke of York Inn,Leslieville,NA,NA,Destination,History,NA,NA,"A former stagecoach stop and inn, this is the oldest continuously running business in Toronto's East End, open since the 1870s. Originally the Morin House Tavern, this tavern and inn was named after local brick businessman James Morin, who built the structure with his own pressed bricks. In 1912, the building was renamed the Duke of York Inn (after Prince Edward, Duke of York and Albany). Today, the Duke Live is a popular neighbourhood tavern that features live entertainment and showcases local bands.",1225 Queen St. E.,NA,NA,NA,Ann Brokelman,NA,"A former stagecoach shop and inn modernly repainted in bright red featuring a 3D sign that reads, ""The Duke Live.com"".",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Duke_Live.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Duke_Live.jpg,Landscape,NA,NA,NA,815,"c(-79.330498, 43.663001)"
3501,East York/East End,3,1,17,Strolling the Queen Street Stretch,NA,NA,Maple Leaf Forever House,Leslieville,NA,NA,Destination,History,NA,NA,"Alexander Muirs ""The Maple Leaf Forever"" is said to have been inspired by a silver maple tree - the 170-year-old stump of which can be found to the northeast of Maple Leaf Park. In 1867, the year of Confederation, Muir and his friend George Leslie, for whom Leslieville is named, were walking together when a leaf fell from the silver maple and inspired Muir to write what became a powerful symbol for Canadians. The cottage was constructed in 1873 in the rustic Ontario Cottage-style popular in Ontario at the time. Today, Maple Leaf Park and Cottage are run by the City of Toronto, with programs such as visual arts classes held inside the heritage building.",62 Laing St.,NA,NA,NA,Ann Brokelman,NA,"A rustic Ontario cottage-style cottage with a sign that reads, ""Maple Cottage"" featuring the Maple tree stump that inspired ""The Maple Leaf Forever"" song.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Maple_Leaf_Cottage.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Maple_Leaf_Cottage.jpg,Landscape,NA,NA,NA,816,"c(-79.327769, 43.66302)"
3502,East York/East End,3,1,18,Strolling the Queen Street Stretch,NA,NA,TTC Russell Carhouse,Leslieville,NA,NA,Destination,History,NA,NA,"In 1967, when the Danforth Carhouse became exclusively a bus operation, Russell Carhouse became essential for storing the citys streetcar fleets. Today, it services half of the systems streetcars. The facility was built in 1913 by the Toronto Railway Company a vehicle paint shop, but the Russell was rapidly converted into a carhouse when the King Carhouse burnt down in 1916. After the TTC took over the Toronto Railway Company in 1921 and amalgamated all the existing streetcar systems within the city limits, the foundations were found to be faulty and in 1924, the new carhouse you see today was constructed on the site.",1411 Queen St. E.,NA,NA,NA,Illustration by Daniel Rotsztain,NA,A photo of a group of parked streetcars at the Russel Carhouse with a cluster of cables running above the cars.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Russell_Carhouse.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Russell_Carhouse.jpg,Landscape,NA,NA,NA,817,"c(-79.322693, 43.663855)"
3503,East York/East End,3,1,19,Strolling the Queen Street Stretch,NA,NA,Ashbridges Estate,Leslieville,NA,NA,Destination,History,NA,NA,"Ashbridges Estate has a remarkably long history. An archaeological dig of the property found evidence of Indigenous settlements in this area extending back a thousand years. The dig revealed that a longhouse and hearth were located on the land and used by local First Nations peoples approximately 800 years ago. In 1793, the Ashbridge family, one of the founding families of Toronto, immigrated to the area from York, Pennsylvania. Jesse Ashbridge House is the oldest structure on the site, built in 1854. When the family donated the estate to the Ontario Heritage Trust in 1982, they had occupied the estate continuously for over 200 years. Today, many events, including farmers' markets and the Leslieville Flea, are hosted on the grounds in the summer.",1444 Queen St. E.,NA,NA,https://www.heritagetrust.on.ca/en/properties/ashbridge-estate,Ann Brokelman,NA,A historic house with a shingled roof and greenish faded embelishments with six columns and stairs leading to a white front door.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Ashbridges_Estate.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Ashbridges_Estate.jpg,Landscape,NA,NA,NA,818,"c(-79.322746, 43.665497)"
3504,East York/East End,3,2,0,Village by the Beach,NA,I,Village by the Beach,Beach Village,"Walk, Bike, Drive",1.5 Hours,Tour Description,"History, Nature","From Coxwell Subway Station, take the 22 Coxwell bus southbound to the Queen Street East stop. Alternatively, take the 501 Queen Streetcar eastbound to the Coxwell Avenue stop. From either bus stop, walk south toward Woodbine Park. Enter the park from the entrance at the corner of Coxwell Avenue and Eastern Avenue.","Drive to Eastern Avenue, and turn into the parking lot at 1141-1167 Eastern Ave. From the parking lot, walk north towards Eastern Avenue. Once on the street, walk west to the northern entrance of the park beside the parking lot.","During the late 1800s and early 1900s, the Beaches was one of the most popular beach resort areas in the region, with a variety of amusement parks, hotels, sailing clubs, summer cottages, swimming beaches, race tracks and other tourist attractions. This tour explores life in the Beach neighbourhood, taking you through the beautiful parks that are the lively centres of their neighbourhoods, to historical buildings deeply rooted in the community, and past stunning artworks that brighten the urban streetscape. An exploration of the tree-lined streets today reveals that the architecture, atmosphere and attitude of this community still resembles that of a small lakeside resort town.",Coxwell Ave. and Eastern Ave.,NA,NA,NA,Illustration by Daniel Rotsztain,NA,An illustrated map of Queen Street East of Coxwell to Victoria Park including the beaches and Lake Ontario to the south and illustrated landmarks.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/IllustratedMaps/EastEnd_Loop3_Tour2_Map.png,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/IllustratedMaps/EastEnd_Loop3_Tour2_Map.png,Landscape,NA,NA,NA,819,"c(-79.315737, 43.665401)"
3505,East York/East End,3,2,1,Village by the Beach,NA,NA,Woodbine Park,Beach Village,NA,NA,Destination,"History, Nature",NA,NA,"For 150 years, Woodbine Park was the site of a popular horse-racing track before becoming the park and residential neighbourhood it is today. Woodbine Raceway was built in 1874, becoming the Greenwood Racetrack in 1963 until it was demolished in 1994. In 2002, the land was developed into a residential neighbourhood with a large 28-acre park on the west side. Today, Woodbine Park is an active community space with playgrounds, a splash pad, climbing wall and a soccer field. It has a bandstand for hosting live entertainment, concerts and festivals, such as Afrofest, the Beaches International Jazz Festival and Waterfront Blues Festival. Woodbine Park also has a boardwalk along a large pond that is home to wetland plants and pond life. Look for park wildlife such as swans, turtles, beavers, foxes and coyotes.",1695 Queen St. E.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/431/index.html,NA,NA,A pale green gazebo on a large expanse of graass with a water fountain and recreational builing in the background.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Woodbine_Park.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Woodbine_Park.jpg,Landscape,NA,NA,NA,820,"c(-79.315046, 43.665727)"
3506,East York/East End,3,2,2,Village by the Beach,NA,NA,Circle of Trees - Time Piece (2000),Beach Village,NA,NA,Destination,Art,NA,NA,"Circle of Trees - Time Piece is a public art installation in Woodbine Park by artist Laurie McGugan, consisting of seven mature maple trees, which she planted in a circle, and one tree cast in bronze. This sculpture speaks to themes of permanence and time. As the natural trees in the circle continue to grow and sprout foliage, the bronze tree remains bare and leafless. Look for the plaque mounted on a nearby boulder for more information on the artwork.","Woodbine Park, 1695 Queen St. E.",NA,NA,NA,Laurie McGugan,NA,A bronze tree art installation without leaves against the clear blue sky.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Circle_of_Trees.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Circle_of_Trees.jpg,Landscape,https://www.toronto.ca/ext/pln/publicart/thumbs/circleoftrees2.jpg,NA,NA,821,"c(-79.314934, 43.664908)"
3507,East York/East End,3,2,3,Village by the Beach,NA,NA,Fire Station 227,Beach Village,NA,NA,Destination,History,NA,NA,"This beautiful fire station is still operational, despite being built over a century ago. Originally named Toronto Fire Department 17, this fire station was built in 1905 and is known to locals as Kew Beach Fire Hall. The three-storey structure and 80-foot clock tower were built in the Queen Anne style popular at the time, but were also influenced by the Dutch Colonial Revival architectural style, which is prominent in the signature stepped-gable roof of Fire Station 226, nearby on Main Street. Clock towers were common for fire stations at the time because the height made an ideal spot for hanging fire hoses.",1904 Queen St. E.,NA,NA,NA,Ann Brokelman,NA,"A historic fire station built in the Queen Anne style with an eighty foot clock tower, red brick, and stonework with a sign that reads, ""Fire Station No. 17.""",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Fire_Hall_227.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Fire_Hall_227.jpg,Portrait,NA,NA,NA,822,"c(-79.304946, 43.669194)"
3508,East York/East End,3,2,4,Village by the Beach,NA,NA,Beach Hebrew Institute,Beach Village,NA,NA,Destination,History,NA,NA,"Since the 1920s, the Beach Hebrew Institute has been a hub for the Beach areas Jewish community. Initially built in 1895 as a Baptist church, the congregation quickly dissolved and for years the site was used as a warehouse and community centre. It was purchased in the 1920s by the areas growing Jewish community, reoriented to face east, converted to a synagogue and renamed Beth Jacob in Hebrew and the Beach Hebrew Institute in English. Several years after becoming a synagogue, the facade was altered to resemble the more traditional shtibel architectural style of small European communities, and the arched stained-glass windows, large Star of David, rounded parapet and entrance were added.",109 Kenilworth Ave.,NA,NA,NA,Illustration by Daniel Rotsztain,NA,"An illustration of the Beach Hebrew synagogue, renovated in the shtibel architecture style, featuring the Star of David.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Beach_Hebrew_Institute.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Beach_Hebrew_Institute.jpg,Portrait,NA,NA,NA,823,"c(-79.30146, 43.669391)"
3509,East York/East End,3,2,5,Village by the Beach,NA,NA,Kew Gardens,Beach Village,NA,NA,Destination,"History, Nature",NA,NA,"This remarkable park has been central to the community as a popular site for recreation and entertainment for over 125 years. In 1879, Kew Gardens, named after the royal botanical garden in England, began as a privately-owned park and resort on former farmland belonging to Joseph Williams. He transformed his property into a tourist destination for the many visitors who craved escape from the city, creating beautiful summer cottages, a resort near the lake, recreational facilities and campgrounds. Williams' resort operated privately for over 25 years with a wide variety of activities, including camping, cottaging, picnicking, hiking, baseball, swimming, boating, and other sports such as tennis and lawn bowling. In 1907, Kew Gardens was purchased by the City of Toronto and converted into a public park. Today, it is a popular site with a gazebo for concerts, spectacular castle-themed playground for families, various sports facilities and shaded paths for leisurely strolls.",2075 Queen St E.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/107/index.html,City of Toronto,NA,"A large park with enclosed plants and a City of Toronto sign that reads, ""Kew Gardens""; a large gazebo within the Kew Gardens surrounded by leafless trees.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Kew_Gardens1.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Kew_Gardens_1.jpg,Landscape,"Kew_Gardens1.JPG, Kew_Gardens2.JPG",NA,NA,824,"c(-79.299247, 43.670066)"
3510,East York/East End,3,2,6,Village by the Beach,NA,NA,Bard in the Park,Beach Village,NA,NA,Insider Tip,Art,NA,NA,"There is something magical about watching outdoor theatre in this citys green spaces. Bard in the Park has been performing for over a decade, focused on performing Shakespearian plays at Kew Gardens and Norwood Park in the Beach area.","Kew Gardens, 2075 Queen St E.",NA,NA,https://www.bardinthepark.com/,NA,NA,NA,https://static.wixstatic.com/media/71ed92_75ca027a5fcc4bb9b5869e7a00f1c164.jpg,https://static.wixstatic.com/media/71ed92_75ca027a5fcc4bb9b5869e7a00f1c164.jpg,Landscape,NA,NA,NA,825,"c(-79.298826, 43.66847)"
3511,East York/East End,3,2,8,Village by the Beach,NA,NA,Beaches Library,Beach Village,NA,NA,Destination,History,NA,NA,"This charming and eccentric building is actually one of three identical libraries built with money granted to the Toronto Public Library by the Carnegie Corporation of New York in 1915. All three branches - Beaches, High Park and Wychwood - opened in 1916 and were built with the same layout. The libraries were designed in the 17th-century English Collegiate style, taking inspiration from English Tudor and Gothic buildings to create the feeling you have stepped back in time or into Hogwarts. The Beaches Librarys brick and stone structure features an upper floor modelled on a Tudor Gothic great hall with an impressive timber hammer-beamed ceiling, a plain stone fireplace, lead casement windows and a balcony over the stacks. In 2005, a cast-bronze owl sculpture with a 1.8-metre wingspan was installed outside the front doors during renovations to the library. The renovation architect, Phillip H. Carter, designed the owl with artisan Ludzer Vandermolen and it was named Wordsworth through a public contest.",2161 Queen St. E.,NA,NA,https://www.torontopubliclibrary.ca/beaches/,Ann Brokelman,NA,"The front exterior of the Beaches Library, built in the 17th century English Collegiate style, featuring red brick and stonework with a front sign that reads, ""Toronto Public Library Beaches""; An owl with outstreched wings made of stone perched outside of the Beaches Library.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Beaches_Library.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Beaches_Library.jpg,Portrait,NA,NA,NA,826,"c(-79.298499, 43.670109)"
3512,East York/East End,3,2,7,Village by the Beach,NA,NA,Gardener's Cottage,Beach Village,NA,NA,Destination,"History, Nature",NA,NA,"When the City of Toronto purchased Kew Gardens in 1907, this enchanting cottage was the only building not moved or demolished. Kew Williams, Joseph Williams' son, built the cottage around 1902 for his wife using mostly shale and limestone that he and his brothers gathered from Lake Ontario. The two-storey building was designed in the Queen Anne Revival style and features an asymmetrical front facade, a variety of window types, a corner tower with a bell-shaped roof and a round verandah. The house was a residence for the park caretakers from 1911 to 2002.",30 Lee Ave.,NA,NA,NA,Ann Brokelman,NA,A small cottage surrounded by shrubbery and potted plants built with shale and limestone.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Kew_Gardener_Cottage.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Kew_Gardener_Cottage.jpg,Landscape,NA,NA,NA,827,"c(-79.297277, 43.668208)"
3513,East York/East End,3,2,9,Village by the Beach,NA,NA,Ivan Forests and Glen Stewart Ravine/Park,Beach Village,NA,NA,Destination,Nature,NA,NA,"Take a detour from the main street for a walk through one of the areas largest green spaces. From the Queen Street entrance, stroll past the beautiful rock garden and water fountain of Ivan Forrest Gardens. Follow the path north to Glen Manor Drive East and walk north through this residential street to reach the beautiful 11-hectare Glen Stewart Ravine and its remarkable raised boardwalks. Designated as an Environmentally Significant Area, the ravines raised trails take you through the heavily wooded park, which has a wide diversity of native plant and bird life, including many species rare in Toronto. The trail follows Ames Creek, which is one of the few remaining natural streams in the city. The magnificent red oaks and red maples dominate the forest and are some of the largest and oldest trees in the city. Today, the City of Toronto is restoring the native plants and removing invasive species in the area. Sections of the park are on an elevated wooden boardwalk that bridges over the delicate wetlands, giving visitors access to the park while protecting newly planted areas.",131 Glen Manor Dr.,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/410/index.html,City of Toronto,NA,A vew of the Ivan Forests and Glen Stewart ravine with surrounding trees from the vantage point of a raised boardwalk.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Ivan_Forest_Glen_Stewart.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Ivan_Forest_Glen_Stewart.jpg,Landscape,NA,NA,NA,828,"c(-79.292687, 43.672199)"
3514,East York/East End,3,2,10,Village by the Beach,NA,NA,Glenn Gould's Family Home (Private Residence),Beach Village,NA,NA,Destination,History,NA,NA,"Celebrated pianist Glenn Gould was born in Toronto and lived in this house throughout his childhood. He was one of the best-known and celebrated classical pianists of the 20th century, most notably for his J.S. Bachs Goldberg Variations, recorded in 1955. He played concerts around the world until 1964, spending the latter part of his career as a writer, broadcaster, conductor and composer. Glenn Gould passed away in 1982 and is buried in Mount Pleasant Cemetery.",32 Southwood Dr.,NA,NA,NA,"Don Hunstein, Glenn Gould Foundation",NA,A black and white photo of Glenn Gould playing the piano.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Glenn_Gould.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Glenn_Gould.jpg,Landscape,http://torontoplaques.com/Pages/Glenn_Gould1.html,NA,NA,829,"c(-79.296911, 43.675477)"
3515,East York/East End,3,2,11,Village by the Beach,NA,NA,Fox Theatre,Beach Village,NA,NA,Destination,"Art, History",NA,NA,"The Fox Theatre is the second-oldest movie cinema still operating in Toronto (the oldest is the Revue). This single-screen cinema opened over a century ago in 1914 as a neighbourhood theatre playing silent films; it was converted for sound in 1929. When it opened, the theatre was simply called The Theatre Without a Name until a contest was held to name it, with a prize of $25 in gold for the winner. The winning name was the Pastime, but it was short-lived; another contest was held the following year, renaming it the Prince Edward. When King Edward VIII abdicated the throne in 1936, the theatre became the Fox, in reference to the Fox Theatre chain in the United States. Today, it shows second-run movies, classics, independent and foreign films, and is a popular site for cinephiles who want that old-fashioned cinema experience.",2236 Queen St. E.,NA,NA,https://foxtheatre.ca/,Ann Brokelman,NA,"The front entrance of an old-fashioned theatre, featuring a light-bulb studded sign that reads, ""Fox Theatre CA / 7 Inconvenient Sequel / 915 Trip to Spain.""",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Fox_Theatre.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Fox_Theatre.jpg,Landscape,NA,NA,NA,830,"c(-79.287289, 43.672866)"
3516,East York/East End,3,2,12,Village by the Beach,NA,NA,R.C. Harris Water Treatment Centre,Beach Village,NA,NA,Destination,History,NA,NA,"R.C. Harris is not only an important piece of infrastructure  purifying over a third of Toronto's tap water  it is a beautiful example of an art deco structure. The plant was designed by architect Thomas Canfield Pomphrey, who also designed the Victoria Park filtration plant, the pump house at the St. Clair Reservoir and the Parkdale Pumping Station. The exterior design uses buff brick and limestone with tall arching windows and a copper-banded roof, giving it a clean and dignified appearance. The interior of the building is just as grandly designed, with marble entryways and vast halls. Situated on the former site of Victoria Park, a waterfront amusement park that closed in 1906, the Water Treatment Plant was constructed in the 1930s, but was not operational until 1941 due to political and financial complications. Though officially named after the long-time Commissioner of Toronto's Public Works, R.C. Harris, the plant has also been nicknamed ""The Palace of Purification"" by Michael Ondaatje in his famous novel In the Skin of a Lion.",2701 Queen St. E.,NA,NA,https://www.toronto.ca/services-payments/water-environment/tap-water-in-toronto/fast-facts-about-the-citys-water-treatment-plants/,City of Toronto,NA,"A wideshot of the R.C. Harris Water Treatment Centre, two large buildings with many windows next to Lake Ontario; The interior of the Treatment Centre, featuring a second level balcony and treatment equipment on the first floor.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/R.C._Harris_COT_1.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/R.C.Harris_COT_1.jpg,Landscape,"R.C._Harris_COT_1.jpg, R.C._Harris_COT_2.jpg",R.C._Harris_COT_1.jpg,https://www.toronto.ca/wp-content/uploads/2017/09/98fa-R.C.-Harris-Water-Treatment-Plant.jpg,831,"c(-79.27895, 43.673524)"
3517,East York/East End,3,3,0,More to Explore Along the Shore,NA,J,More to Explore Along the Shore,"Ashbridges Bay, Beaches, Leslieville","Walk, Bike",1.5 Hours,Tour Description,"History, Nature","Take the 83 bus southbound from Donlands Station to the Lakeshore Boulevard stop, or alternatively take the 501 Queen streetcar to the Leslie Street stop. Walk south towards Lakeshore Boulevard. Turn right to walk west on the Lower Don Recreational Trail and follow the trail approximately 180 metres to reach the first destination.","From Lakeshore Boulevard, turn north on to Leslie Street and take the first left into the parking lot on the west side. On foot, exit the parking lot on the south side and walk west on the Lower Don Trail approximately 180 metres to the first destination.","East Toronto's shoreline has beautiful parklands and beaches inviting residents and visitors to step away from the busy streets and enjoy nature. Some of Toronto's early structures dedicated to tourism and leisure activities, such as clubhouses, lifeguard stations and the boardwalk can be found on this tour.  Discover Toronto's essential infrastructure built along the shore, which has contributed to the growth of the city for decades, and explore the man-made parklands that surround these landmarks.",Lake Shore Blvd. E. and Leslie St,NA,NA,NA,Illustration by Daniel Rotsztain,NA,An illustrated map of Lake Shore Boulevard and the shoreline including Tommy Thompson Park and beaches with ilustrated landmarks.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/IllustratedMaps/EastEnd_Loop3_Tour3_Map.png,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/IllustratedMaps/EastEnd_Loop3_Tour3_Map.png,Landscape,NA,NA,NA,832,"c(-79.330337, 43.658496)"
3518,East York/East End,3,3,1,More to Explore Along the Shore,NA,NA,"Gardiner Expressway, Celebration of Absence and Rebirth of Community (2003)","Ashbridges Bay, Leslieville",NA,NA,Destination,History,NA,NA,"In 1960, a construction project to extend the Gardiner Expressway farther east into the suburbs along the shore was terminated because of growing costs and traffic concerns. Only a 1.3- kilometre section of the extension was built, ending at Leslie Street. Eventually, the east section of the highway was dismantled because of the high cost of maintaining the unused structure. City planners recognized the artistic merit of the remaining pillars so, in 2000, these columns were saved from demolition. Today, they stand as dramatic public art pieces, lit by floodlights at night. The Martin Goodman Trail leads pedestrians and cyclists between the columns.","Lower Don Recreational Trail, Lake Shore Blvd E. and Leslie St.",NA,NA,NA,Illustration by Daniel Rotsztain,NA,An illustration of the posts meant to expan the Gardiner Expressway which are now an art installation.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Gardiner_Posts.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Gardiner_Posts.jpg,Landscape,NA,NA,NA,833,"c(-79.332015, 43.657874)"
3519,East York/East End,3,3,2,More to Explore Along the Shore,NA,NA,Martin Goodman Trail,"Ashbridges Bay, Leslieville",NA,NA,Destination,"History, Nature",NA,NA,"Opened in 1984, this waterfront trail extends 22 kilometres along Toronto's shoreline. It was named after Martin Goodman, former president and editor-in-chief of the Toronto Star, who passed away three years before the path was opened. The path is part of an interconnected network of trails, called the Great Lakes Trails, that extends 2,100 kilometres along Lake Ontario, Lake Erie, Lake St. Clair, Lake Huron and the Niagara, Detroit and St. Lawrence Rivers. In total, the Great Lakes Trails connect 114 communities and hundreds of green spaces. In the East End, you can follow the multi-use Martin Goodman trail - ideal for biking or walking - through shoreline destinations such as the Lower Don Parklands, Tommy Thompson Park, Cherry Beach, Ashbridges Bay, Woodbine Beach Park, Kew Gardens and Balmy Beach.",Lake Shore Blvd E. and Leslie St.,NA,NA,"https://www.toronto.ca/311/knowledgebase/kb/docs/articles/parks,-forestry-and-recreation/parks/martin-goodman-trail-waterfront-trail-route.html",City of Toronto,NA,"A large grassy park with a path running across the picture, featuring tall trees and Lake Ontario in the background.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Martin_Goodman_Trail.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Martin_Goodman_Trail.jpg,Portrait,NA,NA,NA,834,"c(-79.327754, 43.658796)"
3520,East York/East End,3,3,3,More to Explore Along the Shore,NA,NA,Leslie St. Allotment Gardens,"Ashbridges Bay, Leslieville",NA,NA,Destination,Nature,NA,NA,"Located at the bottom of Leslie Street, this City-run allotment provides a much needed outlet for East Enders' green thumbs. This passion for gardening speaks to the area's deep historical roots in market gardening and farming industries. The City of Toronto has 12 allotment gardens around the city, enabling residents to grow vegetables and fruit in the urban environment.",9 Leslie St.,NA,NA,NA,City of Toronto,NA,"A close-up of a cluster of tomatoes, all varied shades of red and green, surrounded by leafy vines.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Leslie_Allotment_Gardens.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Leslie_Allotment_Gardens.jpg,Landscape,NA,NA,NA,835,"c(-79.3236, 43.653323)"
3521,East York/East End,3,3,4,More to Explore Along the Shore,NA,NA,Tommy Thompson Park/ Leslie Street Spit,"Ashbridges Bay, Leslieville",NA,NA,Explore More,Nature,NA,NA,"Tommy Thompson Park is a man-made peninsula, named after Torontos first Commissioner of Parks. The peninsula was originally constructed as a breakwater for port-related facilities and erosion control. Today, this park is an urban oasis designated as an Environmentally Significant Area that supports a wide variety of plant species and wildlife. In 1959, the Toronto Port Authority began construction of the peninsula, filling in the lake with dredged sand and construction waste and extending the spit 5 kilometres into Lake Ontario. In the 1970s, it became apparent that the land would no longer be needed for port facilities and by this time plant and wildlife had begun to take over the peninsula. The Toronto and Region Conservation Authority was granted care of the land from the Toronto Port Authority and developed the land into a public park, though sections continue to be used for landfill. Tommy Thompson Park is an important stopover for migrating birds and insects, particularly the Monarch Butterfly. The park is on the Monarchs' migratory route from Mexico to Canada. The species, which numbered in the billions a couple of decades ago, had declined by 95 percent by 2012. The City of Toronto has planted milkweed and other pollinator-friendly vegetation in Tommy Thompson Park and around the city in an effort to recover the Monarch Butterfly populations. In late summer, you can attend the Butterfly Festival at Tommy Thompson Park to see Monarchs congregate before their migration south to Mexico. Tommy Thompson Park will continue to play an even more valuable role in restoration and conservation as its natural ecosystems continue to grow and mature.",1 Leslie St.,NA,NA,https://tommythompsonpark.ca/,City of Toronto,NA,"A man-made peninsula, with multi-coloured trees surrounding the small body of water and a path running next to it.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Explore_Tommy_Thompson_Park.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/East_End_East_York_Web_Photos/Thumbs/Explore_Tommy_Thompson_Park.jpg,Landscape,NA,NA,NA,836,"c(-79.32211, 43.651115)"
